Department,Subject,Course,Section,professor_id,A,B,C,D,F,W,Total,Semester,Year
Acad of Enter,ET,ET     88C,3378,1,0,0,0,0,0,0,0,Spring,2014
Art,AHIS,AHIS    1,1054,2,19,22,16,9,8,12,86,Spring,2014
Art,AHIS,AHIS    1,1055,2,16,32,17,3,6,12,86,Spring,2014
Art,AHIS,AHIS    1,1056,3,35,8,6,2,2,5,58,Spring,2014
Art,AHIS,AHIS    1,1057,3,35,9,3,0,3,2,52,Spring,2014
Art,AHIS,AHIS    1,4006,4,16,9,7,0,2,8,42,Spring,2014
Art,AHIS,AHIS    2,1058,5,14,5,3,1,2,6,31,Spring,2014
Art,AHIS,AHIS    2,1059,5,25,7,4,1,2,5,44,Spring,2014
Art,AHIS,AHIS    2,1060,6,12,7,0,1,5,5,30,Spring,2014
Art,AHIS,AHIS    2,1061,6,12,6,0,1,4,5,28,Spring,2014
Art,AHIS,AHIS    3,1062,3,66,29,6,1,12,20,134,Spring,2014
Art,AHIS,AHIS    3,1063,7,12,8,5,0,6,11,42,Spring,2014
Art,AHIS,AHIS    3,1064,3,43,2,0,1,0,5,51,Spring,2014
Art,AHIS,AHIS    5,1065,8,23,2,1,0,0,2,28,Spring,2014
Art,AHIS,AHIS    6,4007,9,5,7,9,0,6,10,37,Spring,2014
Art,AHIS,AHIS   11,1066,10,9,6,4,1,2,6,28,Spring,2014
Art,AHIS,AHIS   11,1067,10,17,4,1,1,3,8,34,Spring,2014
Art,AHIS,AHIS   11,4008,3,54,12,6,2,11,20,105,Spring,2014
Art,AHIS,AHIS   17,1068,11,13,8,4,2,2,5,34,Spring,2014
Art,AHIS,AHIS   18,1069,12,8,6,13,3,2,7,39,Spring,2014
Art,AHIS,AHIS   18,1070,12,8,9,5,1,2,10,35,Spring,2014
Art,AHIS,AHIS   72,1073,13,12,13,7,2,5,3,42,Spring,2014
Art,AHIS,AHIS   72,1074,14,9,5,5,1,5,14,39,Spring,2014
Art,AHIS,AHIS   72,1075,14,8,9,9,6,19,47,98,Spring,2014
Art,AHIS,AHIS   72,1076,12,12,11,8,4,2,7,44,Spring,2014
Art,AHIS,AHIS   72,1077,15,15,10,2,0,0,8,35,Spring,2014
Art,AHIS,AHIS   72,1078,15,15,12,3,2,0,7,39,Spring,2014
Art,AHIS,AHIS   72,1079,16,12,10,2,2,4,5,35,Spring,2014
Art,AHIS,AHIS   72,3369,15,18,10,4,0,1,13,46,Spring,2014
Art,ART,ART    10A,1120,17,16,4,2,1,0,6,29,Spring,2014
Art,ART,ART    10A,1121,18,3,6,5,2,3,3,22,Spring,2014
Art,ART,ART    10A,1122,19,14,5,3,0,0,6,28,Spring,2014
Art,ART,ART    10A,1123,20,14,9,0,0,1,2,26,Spring,2014
Art,ART,ART    10A,1124,21,0,5,4,2,5,5,21,Spring,2014
Art,ART,ART    10A,1125,22,6,5,2,0,2,6,21,Spring,2014
Art,ART,ART    10A,1126,23,7,9,4,2,2,4,28,Spring,2014
Art,ART,ART    10A,1127,17,12,5,2,3,1,7,30,Spring,2014
Art,ART,ART    10A,1128,24,1,2,5,0,5,5,18,Spring,2014
Art,ART,ART    10A,1129,25,17,10,0,0,2,2,31,Spring,2014
Art,ART,ART    10A,1130,26,4,9,3,2,0,3,21,Spring,2014
Art,ART,ART    10A,1131,23,11,4,3,0,2,8,28,Spring,2014
Art,ART,ART    10A,4018,27,10,3,5,0,3,6,27,Spring,2014
Art,ART,ART    10A,4019,20,14,2,4,0,0,3,23,Spring,2014
Art,ART,ART    10B,1132,28,12,6,2,1,0,3,24,Spring,2014
Art,ART,ART    10B,1133,29,27,3,0,1,0,3,34,Spring,2014
Art,ART,ART    10B,4020,19,13,4,2,1,1,3,24,Spring,2014
Art,ART,ART    10C,1134,30,11,6,0,1,0,4,22,Spring,2014
Art,ART,ART    10C,1135,31,19,1,1,0,0,2,23,Spring,2014
Art,ART,ART    10C,1136,31,17,4,2,1,0,3,27,Spring,2014
Art,ART,ART    13,1137,32,24,2,0,0,0,3,29,Spring,2014
Art,ART,ART    13,1138,32,21,2,0,0,0,2,25,Spring,2014
Art,ART,ART    13,4021,33,11,4,1,1,0,3,20,Spring,2014
Art,ART,ART    13,4022,34,23,1,0,1,1,1,27,Spring,2014
Art,ART,ART    17A,1139,35,19,0,1,0,0,6,26,Spring,2014
Art,ART,ART    20A,1140,36,10,6,4,0,1,11,32,Spring,2014
Art,ART,ART    20A,1141,25,16,8,1,0,4,2,31,Spring,2014
Art,ART,ART    20A,1142,36,11,3,2,0,1,9,26,Spring,2014
Art,ART,ART    20A,1143,37,7,4,5,2,5,3,26,Spring,2014
Art,ART,ART    20A,1144,37,4,4,2,0,3,11,24,Spring,2014
Art,ART,ART    20A,1145,36,23,2,1,0,3,4,33,Spring,2014
Art,ART,ART    20A,1146,38,3,10,4,1,1,8,27,Spring,2014
Art,ART,ART    20A,1147,39,6,9,5,0,2,4,26,Spring,2014
Art,ART,ART    20A,1148,40,10,2,2,1,4,6,25,Spring,2014
Art,ART,ART    20A,1149,41,4,1,2,5,1,8,21,Spring,2014
Art,ART,ART    20A,1150,26,4,7,5,3,0,6,25,Spring,2014
Art,ART,ART    20A,4023,34,15,3,0,3,0,3,24,Spring,2014
Art,ART,ART    20A,4024,42,3,7,4,0,0,12,26,Spring,2014
Art,ART,ART    20B,1151,23,5,10,4,0,0,3,22,Spring,2014
Art,ART,ART    20B,1152,23,8,3,4,0,2,9,26,Spring,2014
Art,ART,ART    20B,1153,36,25,2,0,0,2,1,30,Spring,2014
Art,ART,ART    20B,4025,43,16,3,2,0,2,5,28,Spring,2014
Art,ART,ART    20C,1154,28,10,1,1,0,0,3,15,Spring,2014
Art,ART,ART    21A,1155,43,24,4,0,0,0,2,30,Spring,2014
Art,ART,ART    21A,1156,44,11,11,2,1,0,3,28,Spring,2014
Art,ART,ART    21A,4026,42,4,8,5,0,1,6,24,Spring,2014
Art,ART,ART    21B,1157,44,10,7,1,0,0,3,21,Spring,2014
Art,ART,ART    30A,1158,27,20,1,4,0,2,6,33,Spring,2014
Art,ART,ART    30C,1159,45,7,7,2,0,2,9,27,Spring,2014
Art,ART,ART    30C,4027,45,12,4,0,0,1,12,29,Spring,2014
Art,ART,ART    31,1160,44,16,2,0,1,1,5,25,Spring,2014
Art,ART,ART    31,1161,46,5,5,3,2,1,6,22,Spring,2014
Art,ART,ART    31,1162,29,13,1,2,0,0,3,19,Spring,2014
Art,ART,ART    31,4028,24,5,4,1,0,0,6,16,Spring,2014
Art,ART,ART    32,1163,29,10,1,0,1,0,2,14,Spring,2014
Art,ART,ART    32,4029,46,5,5,0,2,0,7,19,Spring,2014
Art,ART,ART    32,4030,24,2,2,1,0,0,0,5,Spring,2014
Art,ART,ART    33,1164,44,7,3,2,0,3,3,18,Spring,2014
Art,ART,ART    34A,1165,46,11,5,2,4,1,4,27,Spring,2014
Art,ART,ART    34A,4031,40,1,5,5,1,1,7,20,Spring,2014
Art,ART,ART    34B,4032,46,11,4,1,1,0,6,23,Spring,2014
Art,ART,ART    40A,1166,32,22,1,0,0,0,0,23,Spring,2014
Art,ART,ART    40A,1167,32,15,3,0,0,0,4,22,Spring,2014
Art,ART,ART    40A,4033,33,11,7,0,0,0,1,19,Spring,2014
Art,ART,ART    40B,1168,32,12,4,0,0,1,0,17,Spring,2014
Art,ART,ART    40B,4034,33,1,0,0,0,2,0,3,Spring,2014
Art,ART,ART    40C,1169,32,5,0,0,0,0,2,7,Spring,2014
Art,ART,ART    41A,1170,47,3,8,0,0,2,7,20,Spring,2014
Art,ART,ART    52A,1171,48,20,4,1,0,0,0,25,Spring,2014
Art,ART,ART    52A,1172,48,15,8,1,0,0,3,27,Spring,2014
Art,ART,ART    52A,1173,48,25,2,0,1,0,1,29,Spring,2014
Art,ART,ART    52B,1174,48,10,5,0,0,0,0,15,Spring,2014
Art,ART,ART    52C,1175,48,9,1,0,1,0,1,12,Spring,2014
Art,ART,ART    60,1176,39,17,5,2,0,0,2,26,Spring,2014
Art,ART,ART    60,4035,21,12,0,0,1,3,3,19,Spring,2014
Art,ARTS,ARTS   88A,1177,29,6,0,0,0,0,0,6,Spring,2014
Art,ARTS,ARTS   88B,1178,29,1,0,0,0,0,1,2,Spring,2014
Art,DESIGN,DESIGN 87J,1711,36,21,1,0,0,0,2,24,Spring,2014
Athletics,VAR PE,VAR PE 20V,4478,49,53,4,6,0,1,6,70,Spring,2014
Athletics,VAR PE,VAR PE 20V,4479,50,21,3,2,2,2,7,37,Spring,2014
Athletics,VAR PE,VAR PE 20V,4480,51,8,2,2,0,0,3,15,Spring,2014
Athletics,VAR PE,VAR PE 45,3232,52,14,0,0,0,0,1,15,Spring,2014
Athletics,VAR PE,VAR PE 48V,3233,53,16,0,0,0,0,7,23,Spring,2014
Athletics,VAR PE,VAR PE 48,3234,53,11,0,0,0,0,2,13,Spring,2014
Athletics,VAR PE,VAR PE 54,3235,54,8,0,0,0,0,0,8,Spring,2014
Athletics,VAR PE,VAR PE 56V,3236,55,21,5,0,0,3,8,37,Spring,2014
Athletics,VAR PE,VAR PE 56,3237,55,10,1,1,0,1,6,19,Spring,2014
Athletics,VAR PE,VAR PE 57V,3238,56,12,0,0,0,0,8,20,Spring,2014
Athletics,VAR PE,VAR PE 60,3239,57,14,0,0,0,0,0,14,Spring,2014
Athletics,VAR PE,VAR PE 60,3240,58,14,0,0,0,0,0,14,Spring,2014
Athletics,VAR PE,VAR PE 60,3241,59,27,0,0,0,0,0,27,Spring,2014
Athletics,VAR PE,VAR PE 60,3242,50,11,3,2,2,0,1,19,Spring,2014
Athletics,VAR PE,VAR PE 60,3243,60,6,0,0,0,0,1,7,Spring,2014
Business,ACCTG,ACCTG   1,1001,61,21,13,2,0,3,4,43,Spring,2014
Business,ACCTG,ACCTG   1,1002,62,17,8,3,3,7,11,49,Spring,2014
Business,ACCTG,ACCTG   1,1003,63,13,11,7,2,2,5,40,Spring,2014
Business,ACCTG,ACCTG   1,1004,64,17,15,8,3,3,10,56,Spring,2014
Business,ACCTG,ACCTG   1,1005,65,23,6,3,3,3,9,47,Spring,2014
Business,ACCTG,ACCTG   1,1006,61,28,7,0,1,2,1,39,Spring,2014
Business,ACCTG,ACCTG   1,1007,66,14,2,10,6,1,14,47,Spring,2014
Business,ACCTG,ACCTG   1,1008,67,8,2,2,3,15,9,39,Spring,2014
Business,ACCTG,ACCTG   1,1009,62,21,5,2,2,4,6,40,Spring,2014
Business,ACCTG,ACCTG   1,1010,62,25,9,2,1,5,5,47,Spring,2014
Business,ACCTG,ACCTG   1,1011,68,10,10,9,0,3,9,41,Spring,2014
Business,ACCTG,ACCTG   1,1012,68,5,13,5,3,1,7,34,Spring,2014
Business,ACCTG,ACCTG   1,1013,69,13,6,2,0,1,13,35,Spring,2014
Business,ACCTG,ACCTG   1,1014,70,13,9,5,5,1,6,39,Spring,2014
Business,ACCTG,ACCTG   1,1015,71,22,8,6,3,0,10,49,Spring,2014
Business,ACCTG,ACCTG   1,1016,72,1,7,3,4,6,12,33,Spring,2014
Business,ACCTG,ACCTG   1,3335,65,15,4,7,2,8,6,42,Spring,2014
Business,ACCTG,ACCTG   1,4001,63,14,5,11,1,4,5,40,Spring,2014
Business,ACCTG,ACCTG   1,4002,67,6,7,3,2,4,10,32,Spring,2014
Business,ACCTG,ACCTG   2,1017,69,9,2,4,5,2,14,36,Spring,2014
Business,ACCTG,ACCTG   2,1018,73,26,11,4,1,1,6,49,Spring,2014
Business,ACCTG,ACCTG   2,1019,74,19,17,7,0,1,2,46,Spring,2014
Business,ACCTG,ACCTG   2,1020,75,9,8,6,0,3,8,34,Spring,2014
Business,ACCTG,ACCTG   2,1021,76,19,3,12,1,2,1,38,Spring,2014
Business,ACCTG,ACCTG   2,1022,64,9,16,5,0,1,11,42,Spring,2014
Business,ACCTG,ACCTG   2,1023,66,14,13,6,4,3,5,45,Spring,2014
Business,ACCTG,ACCTG   2,1024,77,1,5,5,1,7,10,29,Spring,2014
Business,ACCTG,ACCTG   2,1025,69,3,4,7,3,1,13,31,Spring,2014
Business,ACCTG,ACCTG   2,1026,78,11,9,1,0,4,4,29,Spring,2014
Business,ACCTG,ACCTG   2,1027,73,10,9,5,2,1,7,34,Spring,2014
Business,ACCTG,ACCTG   2,1028,75,7,5,7,0,3,5,27,Spring,2014
Business,ACCTG,ACCTG   2,1029,75,4,7,1,0,3,4,19,Spring,2014
Business,ACCTG,ACCTG   2,1030,73,7,8,8,1,1,10,35,Spring,2014
Business,ACCTG,ACCTG   2,4003,77,5,2,6,0,4,12,29,Spring,2014
Business,ACCTG,ACCTG   6,1031,75,6,8,6,1,1,4,26,Spring,2014
Business,ACCTG,ACCTG   7,1032,75,7,7,3,2,0,3,22,Spring,2014
Business,ACCTG,ACCTG  10A,1033,76,5,8,4,1,0,6,24,Spring,2014
Business,ACCTG,ACCTG  10A,1034,76,7,9,2,2,0,2,22,Spring,2014
Business,ACCTG,ACCTG  10A,1035,76,8,8,2,1,2,1,22,Spring,2014
Business,ACCTG,ACCTG  10B,1036,76,7,6,1,0,1,4,19,Spring,2014
Business,ACCTG,ACCTG  10B,1037,76,7,2,2,1,2,3,17,Spring,2014
Business,ACCTG,ACCTG  10B,4004,69,5,1,1,2,2,11,22,Spring,2014
Business,ACCTG,ACCTG  10C,1038,78,5,10,2,0,1,2,20,Spring,2014
Business,ACCTG,ACCTG  10C,1039,79,5,3,3,0,0,9,20,Spring,2014
Business,ACCTG,ACCTG  10C,3374,79,7,1,0,0,0,2,10,Spring,2014
Business,ACCTG,ACCTG  11,1040,80,18,7,2,0,1,1,29,Spring,2014
Business,ACCTG,ACCTG  12,1041,62,17,10,4,0,0,2,33,Spring,2014
Business,ACCTG,ACCTG  12,1042,62,13,9,2,1,1,1,27,Spring,2014
Business,ACCTG,ACCTG  15,1043,70,12,9,3,1,1,1,27,Spring,2014
Business,ACCTG,ACCTG  15,1044,81,7,15,8,5,1,2,38,Spring,2014
Business,ACCTG,ACCTG  16,1045,81,14,14,3,0,2,5,38,Spring,2014
Business,ACCTG,ACCTG  21,4005,82,10,4,3,4,8,9,38,Spring,2014
Business,ACCTG,ACCTG  26,1046,83,4,8,3,0,0,0,15,Spring,2014
Business,ACCTG,ACCTG  31A,1047,84,24,10,3,0,3,1,41,Spring,2014
Business,ACCTG,ACCTG  45,1051,68,7,4,1,0,0,1,13,Spring,2014
Business,AUTO,AUTO   45,4044,85,24,0,2,3,0,2,31,Spring,2014
Business,BUS,BUS     1,1245,86,16,10,13,3,7,7,56,Spring,2014
Business,BUS,BUS     1,1246,87,9,30,3,2,5,2,51,Spring,2014
Business,BUS,BUS     1,1247,86,10,11,12,3,5,8,49,Spring,2014
Business,BUS,BUS     1,1248,88,30,16,8,1,0,10,65,Spring,2014
Business,BUS,BUS     1,1249,88,17,23,13,3,7,6,69,Spring,2014
Business,BUS,BUS     1,1250,88,23,16,11,1,5,4,60,Spring,2014
Business,BUS,BUS     1,1251,89,7,22,4,4,8,6,51,Spring,2014
Business,BUS,BUS     1,1252,86,12,6,4,0,2,12,36,Spring,2014
Business,BUS,BUS     1,1253,86,9,6,5,1,4,10,35,Spring,2014
Business,BUS,BUS     1,1254,87,11,9,5,0,2,9,36,Spring,2014
Business,BUS,BUS     1,1255,90,48,2,0,0,1,4,55,Spring,2014
Business,BUS,BUS     1,1256,90,49,4,1,1,0,1,56,Spring,2014
Business,BUS,BUS     1,1257,86,15,5,4,1,1,11,37,Spring,2014
Business,BUS,BUS     1,1258,91,12,4,5,3,7,6,37,Spring,2014
Business,BUS,BUS     1,1259,92,10,3,8,1,10,8,40,Spring,2014
Business,BUS,BUS     1,1260,93,18,9,6,2,2,7,44,Spring,2014
Business,BUS,BUS     1,1261,90,65,4,1,1,0,2,73,Spring,2014
Business,BUS,BUS     1,4054,94,15,12,4,0,3,5,39,Spring,2014
Business,BUS,BUS     1,4055,89,24,11,2,0,9,5,51,Spring,2014
Business,BUS,BUS     5,1262,95,8,12,13,2,2,9,46,Spring,2014
Business,BUS,BUS     5,1263,95,15,10,6,4,4,8,47,Spring,2014
Business,BUS,BUS     5,1264,95,8,16,10,4,0,11,49,Spring,2014
Business,BUS,BUS     5,1265,96,17,16,9,0,0,3,45,Spring,2014
Business,BUS,BUS     5,1266,97,3,3,10,7,5,10,38,Spring,2014
Business,BUS,BUS     5,1267,98,11,9,5,3,5,5,38,Spring,2014
Business,BUS,BUS     5,1268,96,7,10,4,0,2,4,27,Spring,2014
Business,BUS,BUS     5,1269,83,6,15,1,1,5,6,34,Spring,2014
Business,BUS,BUS     5,1270,99,4,9,10,8,1,5,37,Spring,2014
Business,BUS,BUS     5,1271,100,6,8,11,3,1,6,35,Spring,2014
Business,BUS,BUS     5,4056,99,9,8,6,2,7,4,36,Spring,2014
Business,BUS,BUS     5,4057,99,5,13,7,6,1,8,40,Spring,2014
Business,BUS,BUS     6,1272,83,5,5,7,1,3,1,22,Spring,2014
Business,BUS,BUS    11,1273,101,3,12,3,1,7,4,30,Spring,2014
Business,BUS,BUS    18,4058,102,2,3,6,2,2,20,35,Spring,2014
Business,BUS,BUS    20,1274,87,6,14,12,3,2,7,44,Spring,2014
Business,BUS,BUS    20,1275,88,26,12,8,1,8,7,62,Spring,2014
Business,BUS,BUS    20,1276,90,17,8,5,4,3,6,43,Spring,2014
Business,BUS,BUS    20,1277,90,20,8,5,1,5,8,47,Spring,2014
Business,BUS,BUS    20,1278,90,27,14,4,1,4,4,54,Spring,2014
Business,BUS,BUS    20,4059,94,8,11,3,1,5,6,34,Spring,2014
Business,BUS,BUS    21,1279,103,27,6,1,0,3,6,43,Spring,2014
Business,BUS,BUS    22,1280,103,16,7,1,0,2,12,38,Spring,2014
Business,BUS,BUS    23,1281,90,27,6,3,1,6,8,51,Spring,2014
Business,BUS,BUS    26,1282,104,8,11,3,1,4,5,32,Spring,2014
Business,BUS,BUS    26,3370,104,7,4,3,0,3,12,29,Spring,2014
Business,BUS,BUS    27,1283,104,3,11,4,3,1,2,24,Spring,2014
Business,BUS,BUS    31,1284,105,2,8,3,3,5,2,23,Spring,2014
Business,BUS,BUS    31,1285,106,2,9,6,1,3,2,23,Spring,2014
Business,BUS,BUS    31,1286,106,1,3,7,3,3,1,18,Spring,2014
Business,BUS,BUS    32,1287,107,6,8,3,2,2,5,26,Spring,2014
Business,BUS,BUS    32,1288,108,12,11,5,0,1,3,32,Spring,2014
Business,BUS,BUS    32,1289,107,3,11,5,1,6,4,30,Spring,2014
Business,BUS,BUS    32,1290,105,2,9,13,0,4,4,32,Spring,2014
Business,BUS,BUS    32,1291,105,3,11,5,1,6,5,31,Spring,2014
Business,BUS,BUS    32,1292,96,12,8,8,0,0,0,28,Spring,2014
Business,BUS,BUS    32,1293,109,1,4,4,0,6,4,19,Spring,2014
Business,BUS,BUS    32,1294,109,2,5,4,0,2,8,21,Spring,2014
Business,BUS,BUS    32,1295,110,6,1,2,1,5,3,18,Spring,2014
Business,BUS,BUS    32,1296,110,9,5,0,1,1,4,20,Spring,2014
Business,BUS,BUS    32,1297,110,10,4,1,0,2,3,20,Spring,2014
Business,BUS,BUS    34,1298,111,11,8,3,0,8,8,38,Spring,2014
Business,BUS,BUS    45,1299,68,3,2,4,1,0,8,18,Spring,2014
Business,BUS,BUS    46,1300,93,4,12,3,3,4,10,36,Spring,2014
Business,BUS,BUS    47,1301,68,4,0,1,0,0,5,10,Spring,2014
Business,BUS,BUS    47,1302,68,2,3,3,1,0,3,12,Spring,2014
Business,BUS,BUS    47,3298,68,2,3,1,0,3,14,23,Spring,2014
Business,BUS,BUS    47,3300,68,4,7,3,1,3,10,28,Spring,2014
Business,BUS,BUS    50,1303,112,10,4,4,0,7,9,34,Spring,2014
Business,BUS,BUS    51,4062,113,11,11,4,1,2,2,31,Spring,2014
Business,BUS,BUS    53,4063,114,7,6,0,3,5,3,24,Spring,2014
Business,BUS,BUS    62,1304,115,25,9,4,1,3,2,44,Spring,2014
Business,BUS,BUS    63,1305,116,6,6,7,4,4,7,34,Spring,2014
Business,BUS,BUS    65,1306,107,12,11,8,2,2,5,40,Spring,2014
Business,BUS,BUS    82,1307,117,9,6,0,0,3,3,21,Spring,2014
Business,BUS,BUS    83,1308,117,9,5,7,2,3,2,28,Spring,2014
Business,COUNS,COUNS  47,1616,68,3,3,1,0,0,3,10,Spring,2014
Business,COUNS,COUNS  47,1617,68,4,2,3,0,0,5,14,Spring,2014
Business,COUNS,COUNS  47,3299,68,3,2,1,0,2,1,9,Spring,2014
Business,COUNS,COUNS  47,3301,68,0,1,0,0,4,4,9,Spring,2014
Communicatio,BUS,BUS    29,4060,118,4,15,1,0,0,2,22,Spring,2014
Communicatio,BUS,BUS    33,4061,118,1,6,3,1,0,2,13,Spring,2014
Communicatio,COM ST,COM ST 11,1421,119,9,7,7,3,2,5,33,Spring,2014
Communicatio,COM ST,COM ST 11,1422,120,47,11,3,0,0,3,64,Spring,2014
Communicatio,COM ST,COM ST 11,1423,121,16,8,2,0,1,6,33,Spring,2014
Communicatio,COM ST,COM ST 11,1424,122,9,2,3,0,2,12,28,Spring,2014
Communicatio,COM ST,COM ST 11,1425,123,23,9,0,0,0,4,36,Spring,2014
Communicatio,COM ST,COM ST 11,1426,124,7,11,9,1,1,4,33,Spring,2014
Communicatio,COM ST,COM ST 11,1427,125,38,6,0,0,1,7,52,Spring,2014
Communicatio,COM ST,COM ST 11,1428,126,7,14,8,2,3,2,36,Spring,2014
Communicatio,COM ST,COM ST 11,1429,127,12,14,10,0,2,1,39,Spring,2014
Communicatio,COM ST,COM ST 11,1430,120,47,0,0,0,0,1,48,Spring,2014
Communicatio,COM ST,COM ST 11,1431,121,15,13,1,1,0,2,32,Spring,2014
Communicatio,COM ST,COM ST 11,1432,128,6,18,6,2,0,6,38,Spring,2014
Communicatio,COM ST,COM ST 11,1433,122,16,2,3,1,3,7,32,Spring,2014
Communicatio,COM ST,COM ST 11,1434,123,15,8,1,0,0,4,28,Spring,2014
Communicatio,COM ST,COM ST 11,1435,119,11,12,1,2,2,7,35,Spring,2014
Communicatio,COM ST,COM ST 11,1436,124,10,19,1,0,1,5,36,Spring,2014
Communicatio,COM ST,COM ST 11,1437,126,9,14,6,1,0,2,32,Spring,2014
Communicatio,COM ST,COM ST 11,1438,129,5,14,3,0,3,11,36,Spring,2014
Communicatio,COM ST,COM ST 11,1439,130,13,10,1,0,0,5,29,Spring,2014
Communicatio,COM ST,COM ST 11,1440,126,8,19,2,0,2,3,34,Spring,2014
Communicatio,COM ST,COM ST 11,1441,120,41,10,2,0,2,3,58,Spring,2014
Communicatio,COM ST,COM ST 11,1442,131,6,12,7,1,2,4,32,Spring,2014
Communicatio,COM ST,COM ST 11,1443,129,11,8,3,0,0,10,32,Spring,2014
Communicatio,COM ST,COM ST 11,1444,132,28,5,0,0,0,2,35,Spring,2014
Communicatio,COM ST,COM ST 11,1445,132,27,7,0,0,0,3,37,Spring,2014
Communicatio,COM ST,COM ST 11,1446,133,11,18,1,0,0,2,32,Spring,2014
Communicatio,COM ST,COM ST 11,3343,134,20,6,0,0,1,9,36,Spring,2014
Communicatio,COM ST,COM ST 11,3364,135,5,5,4,2,3,7,26,Spring,2014
Communicatio,COM ST,COM ST 11,4087,127,13,18,5,0,0,3,39,Spring,2014
Communicatio,COM ST,COM ST 11,4088,136,11,19,5,1,0,4,40,Spring,2014
Communicatio,COM ST,COM ST 11,4089,137,10,10,6,1,1,0,28,Spring,2014
Communicatio,COM ST,COM ST 11,4090,133,14,5,2,0,1,6,28,Spring,2014
Communicatio,COM ST,COM ST 11,4091,127,21,10,2,0,1,4,38,Spring,2014
Communicatio,COM ST,COM ST 11,4092,132,20,9,0,1,0,1,31,Spring,2014
Communicatio,COM ST,COM ST 11,4093,138,8,17,2,0,1,2,30,Spring,2014
Communicatio,COM ST,COM ST 11,4094,139,15,8,4,2,0,5,34,Spring,2014
Communicatio,COM ST,COM ST 11,4095,136,9,13,9,0,0,6,37,Spring,2014
Communicatio,COM ST,COM ST 11,4096,133,19,7,1,0,0,5,32,Spring,2014
Communicatio,COM ST,COM ST 11,4097,136,8,17,6,2,0,2,35,Spring,2014
Communicatio,COM ST,COM ST 12,1447,140,9,10,10,3,1,2,35,Spring,2014
Communicatio,COM ST,COM ST 13,1448,129,16,10,4,0,2,4,36,Spring,2014
Communicatio,COM ST,COM ST 14,1449,131,11,8,3,0,0,8,30,Spring,2014
Communicatio,COM ST,COM ST 16,1450,125,36,1,1,0,1,2,41,Spring,2014
Communicatio,COM ST,COM ST 16,1451,140,8,12,4,2,4,4,34,Spring,2014
Communicatio,COM ST,COM ST 16,1452,141,8,15,8,2,1,1,35,Spring,2014
Communicatio,COM ST,COM ST 21,1453,130,16,4,0,0,0,4,24,Spring,2014
Communicatio,COM ST,COM ST 21,1454,125,40,6,0,0,0,2,48,Spring,2014
Communicatio,COM ST,COM ST 21,1455,130,10,8,4,1,2,6,31,Spring,2014
Communicatio,COM ST,COM ST 31,1456,142,9,7,2,0,1,4,23,Spring,2014
Communicatio,COM ST,COM ST 35,1457,143,12,3,9,1,0,2,27,Spring,2014
Communicatio,COM ST,COM ST 35,1458,128,2,15,11,2,3,2,35,Spring,2014
Communicatio,COM ST,COM ST 35,1459,120,45,6,2,0,1,3,57,Spring,2014
Communicatio,COM ST,COM ST 35,1460,143,11,10,1,0,0,5,27,Spring,2014
Communicatio,COM ST,COM ST 35,1461,119,7,18,4,3,0,1,33,Spring,2014
Communicatio,COM ST,COM ST 35,1462,143,16,4,1,0,0,2,23,Spring,2014
Communicatio,COM ST,COM ST 35,1463,120,52,4,6,0,0,2,64,Spring,2014
Communicatio,COM ST,COM ST 35,1464,143,20,5,3,0,0,2,30,Spring,2014
Communicatio,COM ST,COM ST 35,1465,143,18,7,5,0,0,2,32,Spring,2014
Communicatio,COM ST,COM ST 35,1466,124,16,16,3,1,0,3,39,Spring,2014
Communicatio,COM ST,COM ST 35,1467,141,3,8,12,3,5,3,34,Spring,2014
Communicatio,COM ST,COM ST 35,1468,144,6,4,7,0,1,5,23,Spring,2014
Communicatio,COM ST,COM ST 35,1469,144,5,13,5,2,0,4,29,Spring,2014
Communicatio,COM ST,COM ST 35,1470,144,9,4,5,4,0,4,26,Spring,2014
Communicatio,COM ST,COM ST 35,1471,130,7,8,2,1,0,6,24,Spring,2014
Communicatio,COM ST,COM ST 35,1472,130,13,10,0,1,1,2,27,Spring,2014
Communicatio,COM ST,COM ST 35,1473,145,15,9,2,1,0,4,31,Spring,2014
Communicatio,COM ST,COM ST 35,3342,130,4,2,3,0,1,7,17,Spring,2014
Communicatio,COM ST,COM ST 35,3377,146,7,6,6,5,4,5,33,Spring,2014
Communicatio,COM ST,COM ST 35,4098,147,18,7,3,1,1,0,30,Spring,2014
Communicatio,COM ST,COM ST 37,1474,148,6,9,11,0,2,5,33,Spring,2014
Communicatio,COM ST,COM ST 37,1475,148,16,7,6,0,2,3,34,Spring,2014
Communicatio,COM ST,COM ST 37,1476,144,7,2,4,0,2,8,23,Spring,2014
Communicatio,COM ST,COM ST 37,1477,144,7,3,1,0,2,13,26,Spring,2014
Communicatio,FILM,FILM    1,2233,149,34,11,0,0,0,4,49,Spring,2014
Communicatio,FILM,FILM    1,2234,149,26,15,2,0,0,2,45,Spring,2014
Communicatio,FILM,FILM    1,2235,150,20,9,5,2,0,0,36,Spring,2014
Communicatio,FILM,FILM    2,2236,151,10,21,8,4,1,1,45,Spring,2014
Communicatio,FILM,FILM    2,2237,151,22,47,0,3,4,7,83,Spring,2014
Communicatio,FILM,FILM    2,2238,152,14,2,0,0,1,4,21,Spring,2014
Communicatio,FILM,FILM    2,4211,153,26,27,29,1,8,16,107,Spring,2014
