Department,Subject,Course,Section,professor_id,A,B,C,D,F,W,Total,Semester,Year
ESL,ESL,ESL    10G,2101,558,5,6,4,4,2,4,25,Spring,2014
ESL,ESL,ESL    10G,4189,559,2,8,3,5,5,2,25,Spring,2014
ESL,ESL,ESL    10W,2102,560,1,7,3,2,9,2,24,Spring,2014
ESL,ESL,ESL    10W,2103,561,2,7,11,0,3,3,26,Spring,2014
ESL,ESL,ESL    10W,2104,562,2,7,8,4,3,1,25,Spring,2014
ESL,ESL,ESL    10W,4190,563,1,10,6,0,4,2,23,Spring,2014
ESL,ESL,ESL    11A,2105,564,1,9,6,5,4,1,26,Spring,2014
ESL,ESL,ESL    11A,2106,565,0,3,16,4,3,1,27,Spring,2014
ESL,ESL,ESL    11A,2107,566,0,2,10,8,3,2,25,Spring,2014
ESL,ESL,ESL    11A,2108,567,0,5,10,10,2,1,28,Spring,2014
ESL,ESL,ESL    11A,2109,568,0,4,16,2,1,2,25,Spring,2014
ESL,ESL,ESL    11A,2110,569,0,4,11,4,2,0,21,Spring,2014
ESL,ESL,ESL    11A,2111,570,1,3,8,10,1,3,26,Spring,2014
ESL,ESL,ESL    11A,2112,571,0,3,15,5,1,0,24,Spring,2014
ESL,ESL,ESL    11A,2113,572,0,2,10,7,2,2,23,Spring,2014
ESL,ESL,ESL    11A,4191,573,1,2,10,3,7,1,24,Spring,2014
ESL,ESL,ESL    11B,2114,566,0,0,2,3,0,5,10,Spring,2014
ESL,ESL,ESL    11B,2115,568,0,2,7,3,3,1,16,Spring,2014
ESL,ESL,ESL    11B,2116,565,0,0,7,2,3,0,12,Spring,2014
ESL,ESL,ESL    11B,2117,574,0,2,3,4,1,4,14,Spring,2014
ESL,ESL,ESL    11B,2118,575,1,0,6,6,1,2,16,Spring,2014
ESL,ESL,ESL    11B,2119,574,1,2,2,4,3,3,15,Spring,2014
ESL,ESL,ESL    11B,2120,571,0,0,9,4,5,0,18,Spring,2014
ESL,ESL,ESL    11B,3336,576,0,1,3,2,1,3,10,Spring,2014
ESL,ESL,ESL    11B,4192,573,0,0,6,5,3,5,19,Spring,2014
ESL,ESL,ESL    14A,2121,565,7,14,1,1,1,2,26,Spring,2014
ESL,ESL,ESL    14B,2122,565,5,16,3,2,6,2,34,Spring,2014
ESL,ESL,ESL    14B,2123,562,10,3,4,0,2,3,22,Spring,2014
ESL,ESL,ESL    15,2124,577,10,7,8,1,3,3,32,Spring,2014
ESL,ESL,ESL    15,2125,558,12,14,5,0,1,0,32,Spring,2014
ESL,ESL,ESL    16A,2126,566,3,5,0,2,3,4,17,Spring,2014
ESL,ESL,ESL    16B,2127,577,10,13,8,2,5,1,39,Spring,2014
ESL,ESL,ESL    16B,2128,566,3,4,6,2,8,7,30,Spring,2014
ESL,ESL,ESL    16C,2129,577,3,13,12,1,6,2,37,Spring,2014
ESL,ESL,ESL    16C,2130,566,2,6,4,4,3,6,25,Spring,2014
ESL,ESL,ESL    17,2131,556,6,5,6,1,3,7,28,Spring,2014
ESL,ESL,ESL    20A,2132,558,8,10,9,3,0,2,32,Spring,2014
ESL,ESL,ESL    20A,2133,578,0,6,7,3,2,6,24,Spring,2014
ESL,ESL,ESL    20B,2134,561,14,9,3,0,0,0,26,Spring,2014
ESL,ESL,ESL    20B,2135,561,8,12,3,1,4,0,28,Spring,2014
ESL,ESL,ESL    21A,2136,579,0,0,2,1,3,5,11,Spring,2014
ESL,ESL,ESL    21A,2137,575,2,2,3,0,7,5,19,Spring,2014
ESL,ESL,ESL    21A,2138,580,0,0,5,0,0,0,5,Spring,2014
ESL,ESL,ESL    21A,2139,581,0,0,7,7,0,5,19,Spring,2014
ESL,ESL,ESL    21A,2140,560,0,0,2,2,5,4,13,Spring,2014
ESL,ESL,ESL    21A,2141,574,0,2,5,2,1,5,15,Spring,2014
ESL,ESL,ESL    21A,2142,582,0,0,3,3,0,1,7,Spring,2014
ESL,ESL,ESL    21A,2143,569,0,1,3,4,0,2,10,Spring,2014
ESL,ESL,ESL    21A,2144,583,0,4,3,2,1,1,11,Spring,2014
ESL,ESL,ESL    21A,2145,584,0,0,5,3,7,1,16,Spring,2014
ESL,ESL,ESL    21A,2146,570,1,1,4,6,3,5,20,Spring,2014
ESL,ESL,ESL    21A,2147,582,2,2,7,3,1,1,16,Spring,2014
ESL,ESL,ESL    21A,2148,584,0,2,3,4,1,1,11,Spring,2014
ESL,ESL,ESL    21A,2149,585,0,1,2,1,2,5,11,Spring,2014
ESL,ESL,ESL    21A,2150,581,0,1,7,7,0,1,16,Spring,2014
ESL,ESL,ESL    21A,2151,582,0,3,3,3,0,0,9,Spring,2014
ESL,ESL,ESL    21A,2152,586,0,0,3,4,1,0,8,Spring,2014
ESL,ESL,ESL    21A,2153,586,0,0,2,2,0,1,5,Spring,2014
ESL,ESL,ESL    21A,2154,587,0,5,2,3,1,1,12,Spring,2014
ESL,ESL,ESL    21A,2155,559,0,0,2,3,2,2,9,Spring,2014
ESL,ESL,ESL    21A,3326,575,1,3,8,2,3,1,18,Spring,2014
ESL,ESL,ESL    21A,4193,586,0,0,6,3,1,4,14,Spring,2014
ESL,ESL,ESL    21A,4498,588,0,2,3,2,4,2,13,Spring,2014
ESL,ESL,ESL    21B,2156,583,0,1,5,1,2,0,9,Spring,2014
ESL,ESL,ESL    21B,2158,564,2,3,0,2,1,3,11,Spring,2014
ESL,ESL,ESL    21B,2159,567,1,3,5,4,1,9,23,Spring,2014
ESL,ESL,ESL    21B,2160,557,0,1,5,3,3,1,13,Spring,2014
ESL,ESL,ESL    21B,2161,567,1,1,0,1,1,3,7,Spring,2014
ESL,ESL,ESL    21B,2162,564,0,2,6,3,1,3,15,Spring,2014
ESL,ESL,ESL    21B,2163,574,0,0,4,0,1,1,6,Spring,2014
ESL,ESL,ESL    21B,2164,557,0,2,7,3,2,2,16,Spring,2014
ESL,ESL,ESL    21B,2165,557,0,1,6,0,0,2,9,Spring,2014
ESL,ESL,ESL    21B,2166,589,0,0,2,0,0,3,5,Spring,2014
ESL,ESL,ESL    21B,2167,589,0,2,2,1,1,5,11,Spring,2014
ESL,ESL,ESL    21B,2168,585,0,0,2,1,0,0,3,Spring,2014
ESL,ESL,ESL    21B,2169,584,0,0,2,0,1,0,3,Spring,2014
ESL,ESL,ESL    21B,2170,590,1,1,0,0,2,0,4,Spring,2014
ESL,ESL,ESL    21B,2171,590,0,2,1,1,0,0,4,Spring,2014
ESL,ESL,ESL    21B,4194,590,1,3,1,3,0,0,8,Spring,2014
ESL,ESL,ESL    23,2172,572,6,6,4,0,0,4,20,Spring,2014
ESL,ESL,ESL    23,2173,570,4,4,4,1,1,2,16,Spring,2014
ESL,ESL,ESL    25,2174,577,0,3,9,0,2,3,17,Spring,2014
ESL,ESL,ESL    28,2175,579,6,9,2,0,6,2,25,Spring,2014
ESL,ESL,ESL    28,2176,578,1,4,2,3,4,3,17,Spring,2014
Health Science   HEALTH,ESL,HEALTH 61,2332,591,16,6,6,1,1,11,41,Spring,2014
Health Science   HEALTH,NURSNG,NURSNG 10,2835,592,13,27,0,0,0,0,40,Spring,2014
Health Science   HEALTH,NURSNG,NURSNG 10,2836,592,0,0,0,0,0,0,0,Spring,2014
Health Science   HEALTH,NURSNG,NURSNG 10,2837,593,0,0,0,0,0,0,0,Spring,2014
Health Science   HEALTH,NURSNG,NURSNG 10,2838,592,0,0,0,0,0,0,0,Spring,2014
Health Science   HEALTH,NURSNG,NURSNG 10,2839,593,0,0,0,0,0,0,0,Spring,2014
Health Science   HEALTH,NURSNG,NURSNG 15,2840,592,8,28,1,2,0,1,40,Spring,2014
Health Science   HEALTH,NURSNG,NURSNG 15,2841,593,0,0,0,0,0,0,0,Spring,2014
Health Science   HEALTH,NURSNG,NURSNG 15,2842,593,0,0,0,0,0,1,1,Spring,2014
Health Science   NURSNG,NURSNG,NURSNG 15,2843,593,0,0,0,0,0,0,0,Spring,2014
Health Science   NURSNG,NURSNG,NURSNG 15,2844,593,0,0,0,0,0,0,0,Spring,2014
Health Science   NURSNG,NURSNG,NURSNG 16,2845,594,0,0,0,0,0,0,0,Spring,2014
Health Science   NURSNG,NURSNG,NURSNG 17,2846,595,2,11,5,1,5,15,39,Spring,2014
Health Science   NURSNG,NURSNG,NURSNG 17,2847,595,2,6,3,0,3,8,22,Spring,2014
Health Science   NURSNG,NURSNG,NURSNG 17,4391,595,3,5,7,2,1,10,28,Spring,2014
Health Science   NURSNG,NURSNG,NURSNG 20,2848,596,2,7,19,6,5,1,40,Spring,2014
Health Science   NURSNG,NURSNG,NURSNG 20,2849,596,0,0,0,0,0,0,0,Spring,2014
Health Science   NURSNG,NURSNG,NURSNG 20,2850,597,0,0,0,0,0,0,0,Spring,2014
Health Science   NURSNG,NURSNG,NURSNG 20,2851,598,0,0,0,0,0,1,1,Spring,2014
Health Science   NURSNG,NURSNG,NURSNG 20,2852,599,0,0,0,0,0,0,0,Spring,2014
Health Science   NURSNG,NURSNG,NURSNG 25,2853,600,13,15,0,0,0,4,32,Spring,2014
Health Science   NURSNG,NURSNG,NURSNG 25,2854,601,0,0,0,0,0,0,0,Spring,2014
Health Science   NURSNG,NURSNG,NURSNG 25,2855,600,0,0,0,0,0,0,0,Spring,2014
Health Science   NURSNG,NURSNG,NURSNG 25,2856,602,0,0,0,0,0,0,0,Spring,2014
Health Science   NURSNG,NURSNG,NURSNG 25,2857,600,0,0,0,0,0,0,0,Spring,2014
Health Science   NURSNG,NURSNG,NURSNG 28,2858,603,1,25,2,0,0,0,28,Spring,2014
Health Science   NURSNG,NURSNG,NURSNG 30,2859,594,0,12,24,4,0,0,40,Spring,2014
Health Science   NURSNG,NURSNG,NURSNG 30,2860,594,0,0,0,0,0,0,0,Spring,2014
Health Science   NURSNG,NURSNG,NURSNG 30,2861,604,0,0,0,0,0,0,0,Spring,2014
Health Science   NURSNG,NURSNG,NURSNG 30,2862,605,0,0,0,0,0,0,0,Spring,2014
Health Science   NURSNG,NURSNG,NURSNG 30,2863,606,0,0,0,0,0,0,0,Spring,2014
Health Science   NURSNG,NURSNG,NURSNG 35,2864,607,1,8,21,6,0,0,36,Spring,2014
Health Science   NURSNG,NURSNG,NURSNG 35,2865,596,0,0,0,0,0,0,0,Spring,2014
Health Science   NURSNG,NURSNG,NURSNG 35,2866,607,0,0,0,0,0,0,0,Spring,2014
Health Science   NURSNG,NURSNG,NURSNG 35,2867,603,0,0,0,0,0,0,0,Spring,2014
Health Science   NURSNG,NURSNG,NURSNG 35,2868,608,0,0,0,0,0,0,0,Spring,2014
Health Science   NURSNG,NURSNG,NURSNG 36,2869,609,3,3,5,2,4,2,19,Spring,2014
Health Science   NURSNG,NURSNG,NURSNG 36,2870,609,9,7,3,0,3,7,29,Spring,2014
Health Science   NURSNG,NURSNG,NURSNG 40,2871,610,5,8,0,0,0,0,13,Spring,2014
Health Science   NURSNG,NURSNG,NURSNG 40,2872,610,2,5,0,0,0,0,7,Spring,2014
Health Science   NURSNG,NURSNG,NURSNG 40,2873,611,0,0,0,0,0,0,0,Spring,2014
Health Science   NURSNG,NURSNG,NURSNG 40,2874,610,0,0,0,0,0,0,0,Spring,2014
Health Science   NURSNG,NURSNG,NURSNG 40,2876,601,0,0,0,0,0,0,0,Spring,2014
Health Science   NURSNG,NURSNG,NURSNG 45,2877,607,8,5,0,0,0,1,14,Spring,2014
Health Science   NURSNG,NURSNG,NURSNG 45,2878,612,5,2,0,0,0,0,7,Spring,2014
Health Science   NURSNG,NURSNG,NURSNG 45,2880,613,0,0,0,0,0,0,0,Spring,2014
Health Science   NURSNG,NURSNG,NURSNG 45,2881,607,0,0,0,0,0,0,0,Spring,2014
Health Science   NURSNG,NURSNG,NURSNG 45,2882,607,0,0,0,0,0,0,0,Spring,2014
Health Science   NURSNG,NURSNG,NURSNG 50,2883,594,3,11,8,0,0,0,22,Spring,2014
Health Science   NURSNG,NURSNG,NURSNG 50,2884,594,0,0,0,0,0,0,0,Spring,2014
Health Science   NURSNG,NURSNG,NURSNG 50,2885,614,0,0,0,0,0,0,0,Spring,2014
Health Science   NURSNG,RES TH,RES TH  1,4457,615,8,8,4,2,0,8,30,Spring,2014
Health Science   NURSNG,RES TH,RES TH 30,3146,616,10,5,1,0,1,1,18,Spring,2014
Health Science   NURSNG,RES TH,RES TH 70,3147,615,2,11,4,2,0,1,20,Spring,2014
History,ENVRN,ENVRN  32,3263,617,2,4,4,0,6,7,23,Spring,2014
History,HIST,HIST    1,2333,618,9,11,13,7,3,3,46,Spring,2014
History,HIST,HIST    1,2334,619,8,11,2,1,0,2,24,Spring,2014
History,HIST,HIST    1,2335,620,8,12,10,5,8,8,51,Spring,2014
History,HIST,HIST    1,2336,621,9,10,4,2,9,8,42,Spring,2014
History,HIST,HIST    1,2337,622,26,20,14,4,4,4,72,Spring,2014
History,HIST,HIST    1,2338,618,11,11,5,2,5,6,40,Spring,2014
History,HIST,HIST    1,4247,622,20,26,10,4,3,6,69,Spring,2014
History,HIST,HIST    2,2339,623,6,8,8,0,7,12,41,Spring,2014
History,HIST,HIST    2,2340,624,3,6,7,2,5,14,37,Spring,2014
History,HIST,HIST    2,2341,625,8,17,6,4,0,6,41,Spring,2014
History,HIST,HIST    2,2342,626,19,14,6,0,1,8,48,Spring,2014
History,HIST,HIST    2,2343,625,14,15,3,1,0,4,37,Spring,2014
History,HIST,HIST    2,2344,627,3,8,3,6,4,6,30,Spring,2014
History,HIST,HIST    2,2345,627,1,5,9,1,9,3,28,Spring,2014
History,HIST,HIST    2,3376,627,1,6,5,2,5,5,24,Spring,2014
History,HIST,HIST    2,4248,628,3,10,9,0,11,8,41,Spring,2014
History,HIST,HIST    3,4249,622,36,7,3,0,2,1,49,Spring,2014
History,HIST,HIST    4,4250,622,31,4,4,0,0,3,42,Spring,2014
History,HIST,HIST    5,2346,629,25,9,5,0,6,5,50,Spring,2014
History,HIST,HIST    5,2347,629,13,9,10,0,4,6,42,Spring,2014
History,HIST,HIST    6,2348,629,18,8,7,6,0,8,47,Spring,2014
History,HIST,HIST    6,2349,629,26,10,0,0,1,5,42,Spring,2014
History,HIST,HIST   10,2350,630,0,5,6,3,3,25,42,Spring,2014
History,HIST,HIST   10,2351,631,13,8,7,4,4,7,43,Spring,2014
History,HIST,HIST   10,2352,630,1,6,13,6,5,16,47,Spring,2014
History,HIST,HIST   10,2353,632,37,17,0,0,0,8,62,Spring,2014
History,HIST,HIST   10,2354,631,9,18,2,2,4,8,43,Spring,2014
History,HIST,HIST   10,2355,633,18,7,4,5,0,8,42,Spring,2014
History,HIST,HIST   10,2356,630,3,3,8,1,3,13,31,Spring,2014
History,HIST,HIST   11,2357,617,6,12,12,2,9,4,45,Spring,2014
History,HIST,HIST   11,2358,634,24,11,11,0,1,2,49,Spring,2014
History,HIST,HIST   11,2359,631,5,12,9,4,9,10,49,Spring,2014
History,HIST,HIST   11,2360,635,21,8,2,0,5,11,47,Spring,2014
History,HIST,HIST   11,2361,636,6,12,11,4,5,9,47,Spring,2014
History,HIST,HIST   11,2362,633,9,9,6,7,0,11,42,Spring,2014
History,HIST,HIST   11,2363,635,20,11,0,1,0,7,39,Spring,2014
History,HIST,HIST   11,2364,634,25,10,3,3,6,2,49,Spring,2014
History,HIST,HIST   11,2365,637,13,4,2,3,5,7,34,Spring,2014
History,HIST,HIST   11,4251,638,10,16,8,1,3,8,46,Spring,2014
History,HIST,HIST   12,2366,639,0,12,9,4,7,9,41,Spring,2014
History,HIST,HIST   12,2367,637,5,10,8,1,6,11,41,Spring,2014
History,HIST,HIST   12,2368,640,6,16,8,6,5,7,48,Spring,2014
History,HIST,HIST   12,2369,634,33,5,6,3,1,1,49,Spring,2014
History,HIST,HIST   12,2370,639,4,17,8,6,3,7,45,Spring,2014
History,HIST,HIST   12,2371,639,1,13,8,1,4,11,38,Spring,2014
History,HIST,HIST   12,2372,641,26,0,0,0,0,1,27,Spring,2014
History,HIST,HIST   12,2373,638,8,15,5,1,4,8,41,Spring,2014
History,HIST,HIST   12,2374,636,6,11,5,2,3,5,32,Spring,2014
History,HIST,HIST   12,4252,642,10,17,12,1,0,8,48,Spring,2014
History,HIST,HIST   13,2375,640,4,3,6,2,9,14,38,Spring,2014
History,HIST,HIST   13,2376,641,28,0,0,0,0,11,39,Spring,2014
History,HIST,HIST   13,2377,643,8,6,2,2,3,7,28,Spring,2014
History,HIST,HIST   14,2378,630,3,1,4,1,4,27,40,Spring,2014
History,HIST,HIST   16,2381,620,22,11,7,4,9,6,59,Spring,2014
History,HIST,HIST   16,2382,643,7,10,1,3,2,14,37,Spring,2014
History,HIST,HIST   19,2383,629,28,3,0,2,2,8,43,Spring,2014
History,HIST,HIST   20,2384,635,15,5,0,0,1,12,33,Spring,2014
History,HIST,HIST   20,2385,636,3,6,5,1,6,15,36,Spring,2014
History,HIST,HIST   22,2386,644,7,6,4,1,5,5,28,Spring,2014
History,HIST,HIST   25,2387,624,8,6,6,5,0,17,42,Spring,2014
History,HIST,HIST   29,2388,645,10,12,4,0,3,10,39,Spring,2014
History,HIST,HIST   32,2389,617,2,5,3,1,4,2,17,Spring,2014
History,HIST,HIST   33,2390,619,10,6,8,1,0,8,33,Spring,2014
History,HIST,HIST   33,2391,646,8,11,6,1,5,7,38,Spring,2014
History,HIST,HIST   33,2392,645,5,5,3,2,8,15,38,Spring,2014
History,HIST,HIST   33,2393,647,13,11,3,0,5,6,38,Spring,2014
History,HIST,HIST   33,2395,647,16,9,1,1,7,7,41,Spring,2014
History,HIST,HIST   34,2397,644,6,7,7,0,3,13,36,Spring,2014
History,HIST,HIST   34,2398,644,5,4,4,3,3,2,21,Spring,2014
History,HIST,HIST   34,2399,646,19,10,5,2,1,3,40,Spring,2014
History,HIST,HIST   34,2400,644,6,3,3,4,11,5,32,Spring,2014
History,HIST,HIST   34,2401,621,13,2,0,0,0,0,15,Spring,2014
History,HIST,HIST   39,2402,644,6,7,3,3,7,13,39,Spring,2014
History,HIST,HIST   41,2403,642,13,15,7,0,1,8,44,Spring,2014
History,HIST,HIST   42,2404,632,24,13,0,0,0,5,42,Spring,2014
History,HIST,HIST   47,2405,639,2,4,4,2,1,5,18,Spring,2014
History,HIST,HIST   52,2408,626,14,11,2,0,0,2,29,Spring,2014
History,HIST,HIST   53,2409,642,16,8,7,1,2,5,39,Spring,2014
History,HIST,HIST   53,2410,623,7,5,2,0,8,8,30,Spring,2014
History,HIST,HIST   55,2411,623,7,5,5,0,6,14,37,Spring,2014
History,HIST,HIST   62,2412,639,4,9,7,1,6,6,33,Spring,2014
History,HIST,HIST   90A,2415,639,0,0,0,0,0,1,1,Spring,2014
Kinesiology,HEALTH,HEALTH 10,2326,648,10,11,9,3,2,2,37,Spring,2014
Kinesiology,HEALTH,HEALTH 10,2327,649,9,11,9,1,10,0,40,Spring,2014
Kinesiology,HEALTH,HEALTH 10,2328,648,14,15,8,0,2,2,41,Spring,2014
Kinesiology,HEALTH,HEALTH 10,2329,650,40,5,1,0,4,4,54,Spring,2014
Kinesiology,HEALTH,HEALTH 10,2330,651,24,3,5,1,9,5,47,Spring,2014
Kinesiology,HEALTH,HEALTH 10,2331,652,17,9,12,4,0,2,44,Spring,2014
Kinesiology,KIN PE,KIN PE  2,2467,653,31,6,0,0,0,3,40,Spring,2014
Kinesiology,KIN PE,KIN PE  3,2468,654,7,3,9,3,9,6,37,Spring,2014
Kinesiology,KIN PE,KIN PE  4,2469,655,20,5,5,0,7,4,41,Spring,2014
Kinesiology,KIN PE,KIN PE  5B,2470,656,24,2,0,2,0,4,32,Spring,2014
Kinesiology,KIN PE,KIN PE  9A,2471,657,25,2,1,2,0,4,34,Spring,2014
Kinesiology,KIN PE,KIN PE  9B,2472,658,20,1,0,0,0,2,23,Spring,2014
Kinesiology,KIN PE,KIN PE  9C,2473,659,20,3,1,2,0,19,45,Spring,2014
Kinesiology,KIN PE,KIN PE  9C,2474,58,6,0,7,0,0,1,14,Spring,2014
Kinesiology,KIN PE,KIN PE  9C,2475,659,3,0,4,0,0,0,7,Spring,2014
Kinesiology,KIN PE,KIN PE 10,2476,650,30,2,1,0,1,4,38,Spring,2014
Kinesiology,KIN PE,KIN PE 10,2477,660,25,6,3,1,2,5,42,Spring,2014
Kinesiology,KIN PE,KIN PE 10,2478,657,30,3,0,0,3,11,47,Spring,2014
Kinesiology,KIN PE,KIN PE 10,2479,661,24,6,2,0,1,8,41,Spring,2014
Kinesiology,KIN PE,KIN PE 10,2480,60,36,0,0,0,1,2,39,Spring,2014
Kinesiology,KIN PE,KIN PE 10,2481,662,36,0,0,0,0,6,42,Spring,2014
Kinesiology,KIN PE,KIN PE 10,2482,657,22,0,1,0,4,18,45,Spring,2014
Kinesiology,KIN PE,KIN PE 10,3334,663,6,3,1,0,1,3,14,Spring,2014
Kinesiology,KIN PE,KIN PE 10,4270,664,18,0,0,0,0,9,27,Spring,2014
Kinesiology,KIN PE,KIN PE 11A,2484,657,22,4,0,0,0,5,31,Spring,2014
Kinesiology,KIN PE,KIN PE 11A,2485,663,21,3,2,1,0,2,29,Spring,2014
Kinesiology,KIN PE,KIN PE 11B,2486,657,10,5,1,0,0,10,26,Spring,2014
Kinesiology,KIN PE,KIN PE 11B,2487,657,13,6,0,1,0,9,29,Spring,2014
Kinesiology,KIN PE,KIN PE 11B,2488,50,39,3,2,2,0,8,54,Spring,2014
Kinesiology,KIN PE,KIN PE 11C,2489,657,12,5,1,0,0,4,22,Spring,2014
Kinesiology,KIN PE,KIN PE 11C,2490,49,20,3,1,0,4,11,39,Spring,2014
Kinesiology,KIN PE,KIN PE 11C,2491,665,5,2,2,7,0,8,24,Spring,2014
Kinesiology,KIN PE,KIN PE 14,2492,666,17,2,1,1,0,5,26,Spring,2014
Kinesiology,KIN PE,KIN PE 17,2493,648,18,3,0,0,1,6,28,Spring,2014
Kinesiology,KIN PE,KIN PE 17,2494,648,35,7,1,1,1,7,52,Spring,2014
Kinesiology,KIN PE,KIN PE 19C,2495,661,18,5,4,0,4,2,33,Spring,2014
Kinesiology,KIN PE,KIN PE 19C,2496,653,33,1,0,0,0,7,41,Spring,2014
Kinesiology,KIN PE,KIN PE 19D,2497,667,22,9,0,0,0,7,38,Spring,2014
Kinesiology,KIN PE,KIN PE 19E,2498,668,30,1,0,0,0,7,38,Spring,2014
Kinesiology,KIN PE,KIN PE 21,2499,657,11,6,0,2,0,6,25,Spring,2014
Kinesiology,KIN PE,KIN PE 25A,2500,669,15,3,3,0,1,3,25,Spring,2014
Kinesiology,KIN PE,KIN PE 25B,2501,669,6,2,2,1,2,2,15,Spring,2014
Kinesiology,KIN PE,KIN PE 25C,2502,669,5,1,0,1,1,1,9,Spring,2014
Kinesiology,KIN PE,KIN PE 41W,2503,670,30,1,0,0,2,4,37,Spring,2014
Kinesiology,KIN PE,KIN PE 43A,2504,57,25,7,1,0,2,3,38,Spring,2014
Kinesiology,KIN PE,KIN PE 43A,2505,671,31,3,1,0,0,4,39,Spring,2014
Kinesiology,KIN PE,KIN PE 43A,2506,671,32,8,1,0,0,3,44,Spring,2014
Kinesiology,KIN PE,KIN PE 43C,2507,57,6,4,0,0,0,0,10,Spring,2014
Kinesiology,KIN PE,KIN PE 43C,2508,59,11,0,0,0,0,2,13,Spring,2014
Kinesiology,KIN PE,KIN PE 46,4271,672,12,1,1,1,0,2,17,Spring,2014
Kinesiology,KIN PE,KIN PE 48A,2509,673,0,0,0,0,0,6,6,Spring,2014
Kinesiology,KIN PE,KIN PE 48A,2510,667,34,6,1,0,2,6,49,Spring,2014
Kinesiology,KIN PE,KIN PE 48B,2511,674,20,3,0,0,1,7,31,Spring,2014
Kinesiology,KIN PE,KIN PE 48B,2512,673,0,0,0,0,0,4,4,Spring,2014
Kinesiology,KIN PE,KIN PE 48B,2513,652,20,5,1,0,0,6,32,Spring,2014
Kinesiology,KIN PE,KIN PE 48C,2514,675,12,0,0,0,0,1,13,Spring,2014
Kinesiology,KIN PE,KIN PE 48C,2515,674,9,2,0,0,1,3,15,Spring,2014
Kinesiology,KIN PE,KIN PE 48D,2516,675,16,1,0,0,0,5,22,Spring,2014
Kinesiology,KIN PE,KIN PE 48D,2517,674,6,1,0,0,1,2,10,Spring,2014
Kinesiology,KIN PE,KIN PE 49A,2518,676,8,2,0,0,0,1,11,Spring,2014
Kinesiology,KIN PE,KIN PE 50A,2519,675,9,0,0,0,1,3,13,Spring,2014
Kinesiology,KIN PE,KIN PE 50C,2520,675,11,1,0,0,2,0,14,Spring,2014
Kinesiology,KIN PE,KIN PE 53A,2521,677,33,3,2,0,0,3,41,Spring,2014
Kinesiology,KIN PE,KIN PE 54A,2522,678,6,5,0,0,0,1,12,Spring,2014
Kinesiology,KIN PE,KIN PE 54B,2523,678,5,2,2,0,0,0,9,Spring,2014
Kinesiology,KIN PE,KIN PE 56A,2524,660,18,2,2,1,0,3,26,Spring,2014
Kinesiology,KIN PE,KIN PE 57A,2525,663,28,0,0,2,1,6,37,Spring,2014
Kinesiology,KIN PE,KIN PE 57B,2526,663,15,6,2,0,2,2,27,Spring,2014
Kinesiology,KIN PE,KIN PE 57B,4272,679,7,2,0,0,0,2,11,Spring,2014
Kinesiology,KIN PE,KIN PE 57C,4273,679,10,1,0,0,0,5,16,Spring,2014
Kinesiology,KIN PE,KIN PE 58A,2527,680,32,3,1,0,4,11,51,Spring,2014
Kinesiology,KIN PE,KIN PE 58A,2528,681,25,13,1,0,2,4,45,Spring,2014
Kinesiology,KIN PE,KIN PE 58A,2529,668,33,6,2,0,0,3,44,Spring,2014
Kinesiology,KIN PE,KIN PE 58B,2530,680,18,7,0,0,2,7,34,Spring,2014
Kinesiology,KIN PE,KIN PE 58B,2531,682,8,0,1,0,2,4,15,Spring,2014
Kinesiology,KIN PE,KIN PE 58B,2532,680,38,3,1,0,1,4,47,Spring,2014
Kinesiology,KIN PE,KIN PE 58B,2533,682,17,10,2,0,5,2,36,Spring,2014
Kinesiology,KIN PE,KIN PE 58C,2534,682,5,3,0,0,0,3,11,Spring,2014
Kinesiology,KIN PE,KIN PE 58C,2535,681,18,2,6,1,1,8,36,Spring,2014
Kinesiology,KIN PE,KIN PE 59A,2536,59,13,0,0,0,0,2,15,Spring,2014
Kinesiology,KIN PE,KIN PE 59B,2537,59,10,0,0,0,0,1,11,Spring,2014
Kinesiology,KIN PE,KIN PE 88A,2538,663,4,0,0,0,1,1,6,Spring,2014
Kinesiology,KIN PE,KIN PE 88B,2539,663,1,0,0,0,0,1,2,Spring,2014
Kinesiology,PRO CR,PRO CR  7,3073,664,18,8,2,1,3,4,36,Spring,2014
Kinesiology,PRO CR,PRO CR 10,3074,652,10,23,1,2,0,10,46,Spring,2014
Kinesiology,PRO CR,PRO CR 11,4432,683,14,13,7,0,1,4,39,Spring,2014
Kinesiology,PRO CR,PRO CR 12,3075,667,19,5,5,0,3,7,39,Spring,2014
Kinesiology,PRO CR,PRO CR 19,3076,663,10,0,0,0,1,0,11,Spring,2014
Library,LIBR,LIBR    1,2544,684,26,5,5,1,3,4,44,Spring,2014
Library,LIBR,LIBR    1,2545,684,17,3,0,1,4,4,29,Spring,2014
Library,LIBR,LIBR    1,2546,684,16,5,4,1,7,5,38,Spring,2014
Life Science,ANATMY,ANATMY  1,1080,685,5,3,4,3,3,11,29,Spring,2014
Life Science,ANATMY,ANATMY  1,1081,686,3,1,1,2,1,26,34,Spring,2014
Life Science,ANATMY,ANATMY  1,1082,687,7,1,5,6,0,13,32,Spring,2014
Life Science,ANATMY,ANATMY  1,1083,688,7,10,6,4,0,7,34,Spring,2014
Life Science,ANATMY,ANATMY  1,1084,689,14,1,1,2,5,14,37,Spring,2014
Life Science,ANATMY,ANATMY  1,1085,690,3,3,5,3,0,15,29,Spring,2014
